assignee_organization,assignee_lastknown_state,assignee_lastknown_latitude,assignee_lastknown_longitude,assignee_total_num_patents,assignee_lastknown_city,count
"Logistick, Inc.",IN,41.6833,-86.25,21,South Bend,
IMS Software Services Ltd.,DE,39.7458,-75.5469,21,Wilmington,
"LOCK N CLIMB, LLC",KS,37.2242,-95.7081,21,Independence,
"Alliance Sports Group, L.P.",TX,32.7458,-96.9975,21,Grand Prairie,
"Hans Rudolph, Inc.",KS,39.0417,-94.72,21,Shawnee,
"Energetiq Technology, Inc.",MA,42.4792,-71.1528,21,Woburn,
Bioverativ Therapeutics Inc.,MA,42.3764,-71.2361,21,Waltham,
"Symyx Solutions, Inc.",CA,37.3689,-122.035,21,Sunnyvale,
Hospital for Special Surgery,NY,40.7142,-74.0064,21,New York,
"BIGMOUTH, INC.",CT,41.7122,-72.6086,21,Glastonbury,
S.I.P. Technologies L.L.C.,LA,29.9544,-90.075,21,New Orleans,
"Autronic Plastics, Inc.",NY,40.7906,-73.2022,21,Central Islip,
Bear Corporation,CA,33.9022,-118.081,21,Norwalk,
"Ardisam, Inc.",WI,45.5322,-92.0192,21,Cumberland,
Van Andel Research Institute,MI,42.9633,-85.6681,21,Grand Rapids,
"Infinitum Solutions, Inc.",CA,37.3542,-121.954,21,Santa Clara,
"PolarOnyx, Inc.",CA,37.3394,-121.894,21,San Jose,
Las Vegas Sands Corp.,NV,36.175,-115.136,21,Las Vegas,
LOON LLC,CA,37.3861,-122.083,21,Mountain View,
Copilot Ventures Fund III LLC,DE,39.7458,-75.5469,21,Wilmington,
"General Compression, Inc.",MA,42.3369,-71.2097,21,Newton,
"Eagle View Technologies, Inc.",WA,47.7625,-122.204,21,Bothell,
"Picometrix, LLC",MI,42.2708,-83.7264,21,Ann Arbor,
"Electronic Scripting Products, Inc.",CA,37.4419,-122.142,21,Palo Alto,
"Tangoe, Inc.",CT,41.3164,-73.0936,21,Shelton,
"Sellars Absorbent Materials, Inc.",WI,43.0389,-87.9064,21,Milwaukee,
Adtile Technologies Inc.,CA,32.7153,-117.156,21,San Diego,
"Spartan Motors, Inc.",MI,42.5636,-84.8358,21,Charlotte,
ADA Foundation,IL,41.85,-87.65,21,Chicago,
"ShockWatch, Inc.",TX,32.7833,-96.8,21,Dallas,
Skytap,WA,47.6064,-122.331,21,Seattle,
"Aptus Endosystems, Inc.",CA,37.3689,-122.035,21,Sunnyvale,
"E.I. Spectra, LLC",ID,43.6808,-114.363,21,Ketchum,
"Cianna Medical, Inc.",CA,33.6083,-117.744,21,Aliso Viejo,
Great Wall Semiconductor Corporation,AZ,33.4147,-111.909,21,Tempe,
"Fakespace Labs, Inc.",CA,37.3861,-122.083,21,Mountain View,
Lehigh Consumer Products Corporation,PA,40.5158,-75.5556,21,Macungie,
"INI Power Systems, Inc.",NC,35.8233,-78.8258,21,Morrisville,
"Materials Modification, Inc.",VA,38.8461,-77.3067,21,Fairfax,
"Soundbite Communications, Inc.",MA,42.4906,-71.2767,21,Bedford,
"Dimension Technologies, Inc.",NY,43.1547,-77.6158,21,Rochester,
"Tailored Technologies, Inc.",NC,36.0997,-80.2444,21,Winston-Salem,
"Chromalox, Inc.",PA,40.4406,-79.9961,21,Pittsburgh,
"Marsulex Environmental Technologies, LLC",PA,40.3408,-76.4117,21,Lebanon,
"Kirwan Surgical Products, Inc.",MI,46.0875,-88.1486,21,Mansfield,
J.H. Fletcher & Co.,WV,38.4192,-82.4453,21,Huntington,
"Axure Software Solutions, Inc.",CA,32.7153,-117.156,21,San Diego,
"TUESDAY MORNING PARTNERS, LTD.",TX,32.7833,-96.8,21,Dallas,
"Helix Biomedix, Inc.",WA,47.7625,-122.204,21,Bothell,
Repros Therapeutics Inc.,TX,30.1578,-95.4892,21,The Woodlands,
"OROCHEM Technologies, Inc.",IL,41.7858,-88.1472,21,Naperville,
Cerulean Pharma Inc.,MA,42.3764,-71.2361,21,Waltham,
Ebara International Corporation,NV,39.535,-119.752,21,Sparks,
University of Louisiana at Lafayette,LA,30.2239,-92.0197,21,Lafayette,
I-Interactive LLC,CA,33.6694,-117.822,21,Irvine,
"ACO Polymer Products, Inc.",OH,41.6661,-81.3397,21,Mentor,
C. Cretors & Company,IL,41.9633,-87.9789,21,Wood Dale,
"BRISTOL, INC.",TX,29.7631,-95.3631,21,Houston,
Westlake Longview Corporation,TX,29.7631,-95.3631,21,Houston,
"Blazer and Flip Flops, Inc.",CA,32.7153,-117.156,21,San Diego,
"Ravin Crossbows, LLC",WI,46.7208,-92.1039,21,Superior,
"Vision Home Products, Inc.",MN,44.4614,-93.915,21,Le Sueur,
"Aylus Networks, Inc.",MA,42.5792,-71.4383,21,Westford,
"Wireless Science, LLC",AZ,33.4483,-112.073,21,Phoenix,
Innovative Medical Products Inc.,CT,41.6744,-72.8586,21,Plainville,
"Forever Bulb, LLC",WI,45.7764,-92.6825,21,Grantsburg,
AnaSpec Incorporated,CA,37.5483,-121.988,21,Fremont,
Ultramet,CA,34.2625,-118.426,21,Pacoima,
Nevis Industries LLC,DE,39.7458,-75.5469,21,Wilmington,
Goodway Technologies Corporation,CT,41.0533,-73.5392,21,Stamford,
"Digital Doors, Inc.",FL,25.7903,-80.1303,21,Miami Beach,
"High Impact Technology, LLC",OR,45.4314,-122.77,21,Tigard,
"Dioxide Materials, Inc.",FL,26.3583,-80.0833,21,Boca Raton,
"Impact Weapons Components, LLC",CO,40.5292,-104.985,21,Timnath,
"Green Badge, LLC",PA,40.0892,-75.3964,21,King of Prussia,
"Neuralstem, Inc.",MD,39.1731,-77.2719,21,Germantown,
"P4P Holdings, LLC",CO,39.4022,-107.211,21,Carbondale,
"Authentify, Inc.",IL,41.85,-87.65,21,Chicago,
"Hanuman, LLC",CA,37.775,-122.418,21,San Francisco,
"Wilkins IP, LLC",IN,38.2856,-85.8242,21,New Albany,
"Inventus Holdings, LLC",FL,26.8794,-80.0536,21,Juno Beach,
"CAMFIL USA, INC.",NJ,40.9939,-74.3039,21,Riverdale,
"Tampa Bay Recreation, LLC",FL,28.1508,-82.4617,21,Lutz,
"Method Products, PBC",CA,37.775,-122.418,21,San Francisco,
"Cervitech, Inc.",CA,32.7153,-117.156,21,San Diego,
"Sunburst Chemicals, Inc.",MN,44.8408,-93.2981,21,Bloomington,
"WirthCo Engineering, Inc.",MN,44.98,-93.2636,20,Minneapolis,
"Music Public Broadcasting, Inc.",CA,36.9742,-122.03,20,Santa Cruz,
Uncommon LLC,IL,41.85,-87.65,20,Chicago,
"MONTEREY RESEARCH, LLC",CA,37.3542,-121.954,20,Santa Clara,
"Mueller Industries, Inc.",TN,35.1494,-90.0489,20,Memphis,
"Softronics, Ltd.",IA,42.0342,-91.5975,20,Marion,
"Applied Thin Films, Inc.",IL,42.0333,-87.7333,20,Skokie,
"Auterra, Inc.",NY,42.8142,-73.94,20,Schenectady,
"Finesse Solutions, Inc.",CA,33.1581,-117.35,20,Carlsbad,
"Minuteman International, Inc.",IL,42.0978,-88.5303,20,Hampshire,
"Joyent, Inc.",CA,37.775,-122.418,20,San Francisco,
"Thule, Inc.",CT,41.3967,-73.0764,20,Seymour,
"Vektek, Inc.",KS,38.4039,-96.1814,20,Emporia,
MR. BAR-B-Q PRODUCTS LLC,NY,40.7933,-73.4156,20,Melville,
Sensus USA Inc.,NC,35.7719,-78.6389,20,Raleigh,
"Mechanix Wear, Inc.",CA,34.4436,-118.609,20,Valencia,
Advertising.com LLC,VA,38.9516,-77.4481,20,Dulles,
"ADCO IndustriesÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬ÂTechnologies, L.P.",TX,32.7833,-96.8,20,Dallas,
Monroe Truck Equipment Inc.,WI,42.6011,-89.6383,20,Monroe,
TARIS Biomedical LLC,MA,42.4472,-71.225,20,Lexington,
"TAM INTERNATIONAL, INC.",TX,29.7631,-95.3631,20,Houston,
ChemGenes Corporation,MA,42.5464,-71.1742,20,Wilmington,
Xylem Water Solutions Zelienople LLC,PA,40.7944,-80.1369,20,Zelienople,
Middleby Corporation,IL,42.0372,-88.2811,20,Elgin,
"Synthonics, Inc.",VA,37.2294,-80.4142,20,Blacksburg,
"Concepts ETI, Inc.",VT,43.6489,-72.3197,20,White River Junction,
"Eckel Manufacturing Company, Inc.",TX,31.8456,-102.367,20,Odessa,
"Koch Agronomic Services, LLC",GA,33.7489,-84.3881,20,Atlanta,
"Myine Electronics, Inc.",MI,42.4606,-83.1347,20,Ferndale,
Seven Bridges Genomics Inc.,MA,42.375,-71.1061,20,Cambridge,
VCVC III LLC,WA,47.6064,-122.331,20,Seattle,
"Gamon Plus, Inc.",IL,41.955,-87.94,20,Bensenville,
Inland Diamond Products Company,MI,42.4858,-83.1053,20,Madison Heights,
"HYTRUST, INC.",CA,37.3861,-122.083,20,Mountain View,
"DRS Power & Control Technologies, Inc.",WI,43.0389,-87.9064,20,Milwaukee,
Georgetown Rail Equipment Company,TX,30.6325,-97.6769,20,Georgetown,
"Raytheon Applied Signal Technology, Inc.",CA,37.3689,-122.035,20,Sunnyvale,
"Tamarack Products, Inc.",IL,42.2589,-88.1392,20,Wauconda,
"Sonim Technologies, Inc.",CA,37.5631,-122.324,20,San Mateo,
"Takeda Pharmaceuticals U.S.A., Inc.",IL,42.1711,-87.8444,20,Deerfield,
"Stoplift, Inc.",MA,42.375,-71.1061,20,Cambridge,
"Medindica-Pak, Inc.",WA,47.6817,-122.207,20,Kirkland,
"Solarwinds Worldwide, LLC",TX,30.2669,-97.7428,20,Austin,
"Achaogen, Inc.",CA,37.6547,-122.407,20,South San Francisco,
"Zolo Technologies, Inc.",CO,39.9778,-105.131,20,Louisville,
Tablecraft Products Company,IL,42.3703,-87.9019,20,Gurnee,
"Arecont Vision, LLC.",CA,34.1425,-118.254,20,Glendale,
"TIDI Products, LLC",WI,44.1858,-88.4625,20,Neenah,
Viking Range Corporation,MS,33.5161,-90.1794,20,Greenwood,
"Rigaku Innovative Technologies, Inc.",MI,42.6875,-83.2342,20,Auburn Hills,
"Rolls-Royce High Temperature Composites, Inc.",CA,33.6603,-117.998,20,Huntington Beach,
"Ocera Therapeutics, Inc.",CA,37.4419,-122.142,20,Palo Alto,
Night and Day Furniture LLC,WA,45.6389,-122.66,20,Vancouver,
Alamo Group Inc.,TX,29.5686,-97.9644,20,Seguin,
Peerless Chain Company,MN,44.05,-91.6392,20,Winona,
"RED.COM, LLC",CA,33.6694,-117.822,20,Irvine,
"Xenith, LLC",MA,42.6333,-71.3167,20,Lowell,
"Extech/Exterior Technologies, Inc.",PA,40.4406,-79.9961,20,Pittsburgh,
Moskowitz Family LLC,MD,39.0839,-77.1531,20,Rockville,
"Daw Technologies, Inc.",UT,40.7608,-111.89,20,Salt Lake City,
"Citigroup Technology, Inc.",NJ,40.7694,-74.0208,20,Weehawken,
"ACALVIO TECHNOLOGIES, INC.",CA,37.3231,-122.031,20,Cupertino,
"Tac-Fast Georgia, L.L.C.",GA,33.7489,-84.3881,20,Atlanta,
VivaQuant LLC,MN,44.9537,-93.09,20,St. Paul,
"Matterport, Inc.",CA,37.3861,-122.083,20,Mountain View,
Next IT Corporation,WA,47.6733,-117.238,20,Spokane Valley,
"NOx II, Ltd.",IL,42.0842,-88.0131,20,Rolling Meadows,
"Capstan Ag Systems, Inc.",KS,39.0483,-95.6778,20,Topeka,
"Fomo Products, Inc.",OH,41.0292,-81.6383,20,Norton,
"DeVilbiss Health Care, Inc.",PA,40.0083,-79.0783,20,Somerset,
"NDI Medical, LLC",OH,41.4994,-81.6956,20,Cleveland,
"Innurvation, Inc.",MD,39.1625,-76.625,20,Glen Burnie,
"Wastequip, LLC",NC,35.2269,-80.8433,20,Charlotte,
"Green Bay Packaging, Inc.",WI,44.5192,-88.0197,20,Green Bay,
"Advanced Cell Technology, Inc.",MA,42.2625,-71.8028,20,Worcester,
"Color Communications, Inc.",IL,41.85,-87.65,20,Chicago,
"CORBION BIOTECH, INC.",CA,37.6547,-122.407,20,South San Francisco,
Red Tail Hawk Corporation,PA,39.9522,-75.1642,20,Philadelphia,
Korry Electronics Co.,WA,47.9792,-122.201,20,Everett,
"RGF ENVIRONMENTAL GROUP, INC.",FL,26.775,-80.0583,20,Riviera Beach,
"Boadin Technology, LLC",DE,39.6836,-75.75,20,Newark,
Xcerra Corporation,MA,42.1944,-71.2,20,Norwood,
"Altia Systems, Inc.",CA,37.3231,-122.031,20,Cupertino,
"Comcast Interactive Media, LLC",PA,39.9522,-75.1642,20,Philadelphia,
"Sonoscan, Inc.",IL,42.0039,-87.9703,20,Elk Grove Village,
The United States of America as represented by the Secretary of the Department of the Interior,DC,38.895,-77.0367,20,Washington,
"Volk Optical, Inc.",OH,41.6661,-81.3397,20,Mentor,
"MIRAGEN THERAPEUTICS, INC.",CO,40.015,-105.27,20,Boulder,
Acraloc Corporation,TN,36.0103,-84.2697,20,Oak Ridge,
"T-3 Property Holdings, Inc.",TX,29.7631,-95.3631,20,Houston,
Peddinghaus Corporation,IL,41.1419,-87.8611,20,Bradley,
InsideSales.com,UT,40.2339,-111.658,20,Provo,
LiTL LLC,MA,42.3583,-71.0603,20,Boston,
Accusoft Corporation,FL,27.9472,-82.4586,20,Tampa,
StreetCar ORV LLC,MI,42.5247,-83.5364,20,Wixom,
"Compete, Inc.",MA,42.3583,-71.0603,20,Boston,
Rateze Remote Mgmt. L.L.C.,DE,39.7458,-75.5469,20,Wilmington,
Monticello Enterprises LLC,MD,38.6158,-76.6133,20,Huntingtown,
Acqis LLC,TX,33.1975,-96.615,20,McKinney,
"HYPERLOOP TECHNOLOGIES, INC.",CA,34.0522,-118.243,20,Los Angeles,
"NCC NANO, LLC",TX,32.7833,-96.8,20,Dallas,
"ZEPHYR LOCK, LLC",CT,41.4139,-73.3039,20,Newtown,
OLATEC THERAPEUTICS LLC,NY,40.7142,-74.0064,20,New York,
H.J. Heinz Company Brands LLC,PA,40.4406,-79.9961,20,Pittsburgh,
Stock Equipment Company,OH,41.4361,-81.3867,20,Chagrin Falls,
"Sensoriant, Inc.",NJ,40.8219,-74.4492,20,Cedar Knolls,
"Scotsman Group, Inc.",IL,42.2194,-87.9794,20,Vernon Hills,
"MSRF, Inc.",IL,41.85,-87.65,20,Chicago,
"Separation Technology, Inc.",MA,42.2833,-71.2333,20,Needham,
"Sensel, Inc.",CA,37.3861,-122.083,20,Mountain View,
"SI Group, Inc.",NY,42.8142,-73.94,20,Schenectady,
"Consolidated Metal Products, Inc.",OH,39.1619,-84.4569,20,Cincinnati,
LANXESS Solutions US Inc.,CT,41.3164,-73.0936,20,Shelton,
"Somos, Inc.",NJ,40.594,-74.6049,20,Bridgewater,
Hallsten Corporation,CA,38.5817,-121.493,20,Sacramento,
"Topcon Medical Laser Systems, Inc.",CA,37.3542,-121.954,20,Santa Clara,
"Klean Kanteen, Inc.",CA,39.7286,-121.836,20,Chico,
"Weiler Engineering, Inc.",IL,42.0372,-88.2811,20,Elgin,
"GelTech Solutions, Inc.",FL,26.9339,-80.0944,20,Jupiter,
Tracer Imaging LLC,NY,41.1628,-73.8619,20,Ossining,
"Duramax Marine, LLC",OH,41.3125,-81.1439,20,Hiram,
Florida Agricultural and Mechanical University,FL,30.4381,-84.2808,20,Tallahassee,
"Throughputer, Inc.",NJ,40.7281,-74.0781,20,Jersey City,
"Nextek Power Systems, Inc.",MI,42.3314,-83.0458,20,Detroit,
Great Northern Corporation,WI,44.2619,-88.4153,20,Appleton,
"Kencast, Inc.",CT,41.0533,-73.5392,20,Stamford,
"EICES Research, Inc.",NC,35.7914,-78.7814,20,Cary,
"Ioxus, Inc.",NY,42.4528,-75.0642,20,Oneonta,
Aerion Corporation,NV,39.5297,-119.813,20,Reno,
Levolor Corporation,GA,33.7489,-84.3881,20,Atlanta,
Keith Manufacturing Co.,OR,44.6336,-121.128,20,Madras,
"SPR Therapeutics, LLC",OH,41.4994,-81.6956,20,Cleveland,
Green Charge Networks LLC,CA,37.3542,-121.954,20,Santa Clara,
"Magnemotion, Inc.",MA,42.5455,-71.6139,20,Devens,
"The Curotto-Can, LLC",TN,35.0456,-85.3097,20,Chattanooga,
"Omnipure Filter Company, Inc.",ID,43.6631,-116.686,20,Caldwell,
"Otto Engineering, Inc.",IL,42.1211,-88.2578,20,Carpentersville,
"Spyrus, Inc.",CA,37.3394,-121.894,20,San Jose,
Midaco Corporation,IL,42.0039,-87.9703,20,Elk Grove Village,
"Synack, Inc.",CA,37.4853,-122.235,20,Redwood City,
HOVER INC.,CA,37.775,-122.418,20,San Francisco,
L-3 Communications Cincinnati Electronics Corporation,OH,39.36,-84.31,20,Mason,
Aphios Corporation,MA,42.4792,-71.1528,20,Woburn,
"Symmons Industries, Inc.",MA,42.2222,-71,20,Braintree,
"Pride Family Brands, Inc.",FL,26.1219,-80.1436,20,Fort Lauderdale,
"Datcard Systems, Inc.",CA,33.6694,-117.822,20,Irvine,
"Tolmar Therapeutics, Inc.",CO,40.5853,-105.084,20,Fort Collins,
"Design Display Group, Inc.",NJ,40.8403,-74.0911,20,Carlstadt,
"Centripetal Networks, Inc.",NH,43.0717,-70.7631,20,Portsmouth,
"WHEELABRATOR GROUP, INC.",CO,39.7556,-105.221,20,Golden,
"Aseko, Inc.",SC,34.8525,-82.3942,20,Greenville,
"Nutramax Laboratories, Inc.",SC,34.7203,-80.7711,20,Lancaster,
"LOCATOR IP, L.P.",PA,40.7933,-77.8603,20,State College,
"Intubrite, LLC",CA,33.2,-117.242,20,Vista,
"Aylward Enterprises, Inc.",NC,35.1083,-77.0444,20,New Bern,
"Nexus Medical, LLC",KS,38.9536,-94.7333,20,Lenexa,
"G. G. Marck & Associates, Inc.",OH,41.6639,-83.5553,20,Toledo,
Santa Clara University,CA,37.3542,-121.954,20,Santa Clara,
"Milsco Manufacturing Company, A Unit of Jason Incorporated",WI,43.0389,-87.9064,20,Milwaukee,
Extremity Medical LLC,NJ,40.8578,-74.4264,20,Parsippany,
"Vivonics, Inc.",MA,42.4906,-71.2767,20,Bedford,
"International Spinal Innovations, LLC",CT,41.7619,-72.7425,20,West Hartford,
Big Heart Pet Brands,OH,40.8436,-81.7642,20,Orrville,
"SmartLabs, Inc.",CA,33.6694,-117.822,20,Irvine,
"Austin Hardware & Supply, Inc.",MO,41.7881,-87.8103,20,Lee's Summit,
"Huyck Licensco, Inc.",NC,36.0247,-78.4747,20,Youngsville,
"Micropyretics Heaters International, Inc.",OH,39.1619,-84.4569,20,Cincinnati,
"MEI PHARMA, INC.",CA,32.7153,-117.156,20,San Diego,
"PKWARE, Inc.",WI,43.0389,-87.9064,20,Milwaukee,
"True Temper Sports, Inc.",TN,35.1494,-90.0489,20,Memphis,
Brandywine Product Group International Inc.,DE,39.7458,-75.5469,20,Wilmington,
"Steere Enterprises, Inc.",OH,41.1014,-81.4419,20,Tallmadge,
Network Integrity Systems Inc.,NC,35.7331,-81.3414,20,Hickory,
"A&P Technology, Inc.",OH,39.1619,-84.4569,20,Cincinnati,
"Architectural Builders Hardware Mfg., Inc.",IL,41.975,-88.0072,20,Itasca,
"Luft Industrie, Inc.",CA,37.8044,-122.27,20,Oakland,
Advanced Refining Technologies LLC,MD,39.2403,-76.8397,20,Columbia,
"Cleveland Track Material, Inc.",OH,41.4994,-81.6956,20,Cleveland,
"United Laboratories International, LLC",TX,29.7631,-95.3631,20,Houston,
HD Electric Company,IL,42.3636,-87.8447,20,Waukegan,
"SanBio, Inc.",CA,37.3861,-122.083,20,Mountain View,
"Limefuel, LLC",CO,40.015,-105.27,20,Boulder,
"Keyssa Systems, Inc.",CA,37.2872,-121.949,20,Campbell,
"Aptima, Inc.",MA,42.4792,-71.1528,20,Woburn,
"Arsenal Medical, Inc.",MA,42.3708,-71.1833,20,Watertown,
"RedZone Robotics, Inc.",PA,40.4406,-79.9961,20,Pittsburgh,
"La Crosse Technology, Ltd.",WI,43.8014,-91.2394,20,La Crosse,
"O.F. Mossberg & Sons, Inc.",CT,41.3908,-72.86,20,North Haven,
"Butler Automatic, Inc.",MA,41.893,-70.9108,20,Middleborough,
"Clearfield, Inc.",MN,44.98,-93.2636,20,Minneapolis,
"Downhole Technology, LLC",TX,29.7631,-95.3631,20,Houston,
"Jimway, Inc.",CA,34.2244,-119.012,20,Rancho Dominguez,
"NRI R&D PATENT LICENSING, LLC",TX,29.4239,-98.4933,20,San Antonio,
"Ensequence, Inc.",OR,45.5236,-122.675,20,Portland,
"Bedoukian Research, Inc.",CT,41.3947,-73.4544,20,Danbury,
"Truxedo, Inc.",SD,42.8711,-97.3969,20,Yankton,
"MRA Systems, Inc.",MD,39.2903,-76.6125,20,Baltimore,
"Intro-Tech Automotive, Inc.",CA,34.0122,-117.688,20,Chino,
International IP Holdings LLC,MI,42.5836,-83.2456,20,Bloomfield Hills,
"Lehigh Technologies, Inc.",GA,33.8544,-84.2172,20,Tucker,
Marmon Utility LLC,NH,42.8353,-71.6494,20,Milford,
"Robroy Industries, Inc.",PA,40.5064,-79.8433,20,Verona,
"Sight Sciences, Inc.",CA,37.4539,-122.181,20,Menlo Park,
Clark-Reliance Corporation,OH,41.3144,-81.8358,20,Strongsville,
"Systems, Machines, Automation Components Corporation",CA,33.1581,-117.35,20,Carlsbad,
GraphOn Corporation,CA,36.9742,-122.03,20,Santa Cruz,
"Noblis, Inc.",VA,38.9686,-77.3414,20,Reston,
"PERSONIFY, INC.",IL,41.85,-87.65,20,Chicago,
"Medshape Solutions, Inc.",GA,33.7489,-84.3881,20,Atlanta,
"Thompson Surgical Instruments, Inc.",MI,44.7631,-85.6206,20,Traverse City,
Sunrun South LLC,CA,35.2828,-120.659,20,San Luis Obispo,
Credit Suisse Securities (USA) LLC,NY,40.7142,-74.0064,20,New York,
"Columbia Steel Casting Co., Inc.",OR,45.5236,-122.675,20,Portland,
"Shaw & Sons, Inc.",CA,33.6411,-117.918,20,Costa Mesa,
Spinal Kinetics Inc.,CA,37.3689,-122.035,20,Sunnyvale,
AudienceScience Inc.,WA,47.6106,-122.199,20,Bellevue,
"Cardiva Medical, Inc.",CA,37.3542,-121.954,20,Santa Clara,
"Teledyne RD Instruments, Inc.",CA,32.9628,-117.035,20,Poway,
"Piezotech, LLC",IN,39.7683,-86.1581,20,Indianapolis,
"Deep Science, LLC",WA,47.6106,-122.199,20,Bellevue,
Pacific Bearing Company,IL,42.2711,-89.0939,20,Rockford,
Cannon Equipment Company,MN,44.7394,-93.1256,20,Rosemount,
Light & Motion Industries,CA,36.6844,-121.801,20,Marina Del Ray,
The Queen's Medical Center,HI,21.3069,-157.858,20,Honolulu,
"IMTHERA MEDICAL, INC.",CA,32.7153,-117.156,20,San Diego,
"Envy Medical, Inc.",CA,33.7669,-118.188,20,Long Beach,
"Senco Brands, Inc.",OH,39.1619,-84.4569,20,Cincinnati,
Orbital Technologies Corporation,WI,43.0731,-89.4011,20,Madison,
Markel Corporation,PA,40.1022,-75.2747,20,Plymouth Meeting,
Airlite Plastics Co.,NE,41.2586,-95.9375,20,Omaha,
"Firestar Diamond, Inc.",NY,40.7142,-74.0064,20,New York,
"All Systems Broadband, Inc.",CA,37.6819,-121.767,20,Livermore,
"OMG, Inc.",MA,42.0694,-72.6153,20,Agawam,
NewLink Genetics Corporation,IA,42.0347,-93.6197,20,Ames,
"ThermoLife International, LLC",AZ,33.4483,-112.073,20,Phoenix,
AFI Licensing LLC,PA,40.0378,-76.3058,20,Lancaster,
"The Orvis Company, Inc.",VT,43.1133,-73.1036,20,Sunderland,
"Sanovas, Inc.",CA,37.8592,-122.484,20,Sausalito,
"Oakwood Energy Management, Inc.",MI,42.3222,-83.1764,20,Dearborn,
"Ineoquest Technologies, Inc.",MA,42.0333,-71.2194,20,Mansfield,
Sioux Steel Company,SD,43.55,-96.7,20,Sioux Falls,
"Citigroup Global Markets, Inc.",NY,40.7142,-74.0064,20,New York,
"BuyMetrics, Inc.",GA,33.7489,-84.3881,20,Atlanta,
"Vaughan Co., Inc.",WA,46.9814,-123.601,20,Montesano,
,CA,37.2639,-122.022,20,Saratoga,
,CA,37.3797,-122.136,20,Los Altos Hills,
"Ortho Innovations, LLC",CA,33.5422,-117.782,19,Laguna Beach,
"R/M Equipment, Inc.",FL,25.7739,-80.1939,19,Miami,
Technology Commercialization Corp.,VT,43.2628,-72.5956,19,Chester,
"U.S.A. Zama, Inc.",TN,35.925,-86.8689,19,Franklin,
"Affectiva, Inc.",MA,42.3583,-71.0603,19,Boston,
"Molecular Rebar Design, LLC",TX,30.2669,-97.7428,19,Austin,
"Sam Carbis Asset Management, LLC",SC,34.1953,-79.7628,19,Florence,
"Precision, Inc.",IA,41.4081,-92.9161,19,Pella,
"Electronic Systems Protection, Inc.",NC,35.7875,-78.4808,19,Knightdale,
Arrowhead Madison Inc.,WI,43.0731,-89.4011,19,Madison,
SMP Logic Systems LLC,CA,34.0522,-118.243,19,Los Angeles,
"Osprey Medical, Inc.",MN,44.9133,-93.5031,19,Minnetonka,
"Xoran Technologies, Inc.",MI,42.2708,-83.7264,19,Ann Arbor,
North Carolina Agricultural and Technical State University,NC,36.0725,-79.7922,19,Greensboro,
Hobie Cat Company,CA,33.1958,-117.379,19,Oceanside,
John Hopkins University School of Medicine,MD,39.2903,-76.6125,19,Baltimore,
"Allure Home Creation Co., Inc.",NJ,40.9025,-74.4075,19,Boonton,
"Sepaton, Inc.",MA,42.3458,-71.5528,19,Marlborough,
"Woodlark Circle, Inc.",PA,40.6258,-75.3708,19,Bethlehem,
"Kinesio IP, LLC",NM,35.0844,-106.651,19,Albuquerque,
Fluid Handling LLC,IL,42.0406,-87.7825,19,Morton Grove,
"Shivvers, Inc.",IA,40.7569,-93.3186,19,Corydon,
Hood Technology Corporation,OR,45.7056,-121.52,19,Hood River,
Quantum-Si Incorporated,CT,41.2889,-72.6822,19,Guilford,
Peerless Machine & Tool Corporation,IN,40.5583,-85.6592,19,Marion,
Virtual Radiologic Corporation,MN,44.98,-93.2636,19,Minneapolis,
"G-Form, LLC",RI,41.8239,-71.4133,19,Providence,
"Builder's Best, Inc.",TX,31.9636,-95.2703,19,Jacksonville,
"T&S Brass and Bronze Works, Inc.",SC,34.9675,-82.4436,19,Travelers Rest,
"AlphaVax, Inc.",NC,35.9939,-78.8989,19,Durham,
"Quick-Med Technologies, Inc.",FL,29.6514,-82.325,19,Gainesville,
Grand Rapids Chair Company,MI,42.9633,-85.6681,19,Grand Rapids,
"Midwest Industries, Inc.",WI,43.0117,-88.2314,19,Waukesha,
"DecoPac, Inc.",MN,45.1978,-93.3869,19,Anoka,
"Air-Paq, Inc.",NV,36.175,-115.136,19,Las Vegas,
"National Association for Stock Car Auto Racing, Inc.",FL,29.2106,-81.0231,19,Daytona Beach,
"Emprimus, LLC",MN,44.98,-93.2636,19,Minneapolis,
"Nivalis Therapeutics, Inc.",CO,40.015,-105.27,19,Boulder,
"Lavelle Industries, Inc.",WI,42.6781,-88.2761,19,Burlington,
California Pacific Medical Center,CA,37.775,-122.418,19,San Francisco,
"Breakingpoint Systems, Inc.",TX,30.2669,-97.7428,19,Austin,
The Mosaic Company,MN,45.0106,-93.4553,19,Plymouth,
LexisNexis,OH,39.6428,-84.2867,19,Miamisburg,
Alcoa USA Corp.,PA,40.4406,-79.9961,19,Pittsburgh,
"Fluid-Quip, Inc.",OH,39.9242,-83.8089,19,Springfield,
"Maverick Industries, Inc.",NJ,40.5186,-74.4125,19,Edison,
Kaba Ilco Corp.,NC,35.9381,-77.7908,19,Rocky Mount,
Protedyne Corporation,CT,41.8525,-72.6442,19,Windsor,
Invention Machine Corporation,MA,42.3583,-71.0603,19,Boston,
"Anisa International, Inc.",GA,33.7489,-84.3881,19,Atlanta,
The Cincinnati Mine Machinery Company,OH,39.1619,-84.4569,19,Cincinnati,
